PERIODO,MES,DIRECTORIO,SECUENCIA_P,ORDEN,INGLABO,P6500,P6800,RAMA2D_R4,RAMA4D_R4,OFICIO_C8,P6430,P6040,P3271,P3042,DPTO,AREA,CLASE
20241146,11,8018651,1,2,1700000.0,1700000.0,48,86,8610,3213,1,37,2,8.0,8,8.0,1
20241146,11,8018652,1,1,1050000.0,850000.0,56,56,5611,5212,1,45,2,8.0,8,8.0,1
20241146,11,8018652,1,4,1300000.0,1300000.0,48,47,4741,7422,1,27,1,10.0,8,8.0,1
20241146,11,8018653,1,1,1600000.0,1600000.0,46,64,6499,4212,1,66,2,10.0,8,8.0,1
20241146,11,8018653,1,3,1800000.0,1800000.0,46,82,8220,4222,1,22,2,10.0,8,8.0,1
20241146,11,8018653,1,7,2000000.0,1400000.0,35,85,8530,2342,1,54,2,9.0,8,8.0,1
20241146,11,8018656,1,2,2000000.0,2000000.0,48,86,8621,1212,1,49,2,10.0,8,8.0,1
20241146,11,8018658,1,1,3000000.0,3000000.0,48,86,8621,2211,1,33,1,10.0,8,8.0,1
20241146,11,8018658,1,2,3000000.0,3000000.0,48,86,8621,2211,1,34,2,10.0,8,8.0,1
20241146,11,8018660,1,1,5000000.0,5000000.0,48,55,5511,3341,1,35,2,12.0,8,8.0,1
20241146,11,8018660,1,2,4000000.0,4000000.0,48,10,1031,3114,1,39,1,11.0,8,8.0,1
20241147,11,8022291,1,1,2000000.0,2000000.0,40,84,8423,1212,1,36,2,10.0,8,8.0,1
20241147,11,8022292,1,2,1500000.0,1500000.0,46,10,1062,4120,1,50,2,10.0,8,8.0,1
20241147,11,8023885,1,2,3000000.0,3000000.0,48,52,5221,1439,1,61,1,10.0,8,8.0,1
20241147,11,8023887,1,1,6000000.0,6000000.0,40,86,8610,2211,1,57,1,11.0,8,8.0,1
20241147,11,8023887,1,3,4000000.0,4000000.0,48,85,8544,1345,1,48,2,12.0,8,8.0,1
20241147,11,8023890,1,1,5500000.0,5500000.0,60,86,8610,2211,1,55,1,11.0,8,8.0,1
20241147,11,8023891,1,1,10000000.0,10000000.0,48,46,4651,1120,1,34,1,11.0,8,8.0,1
20241147,11,8023891,1,2,5000000.0,5000000.0,20,41,4111,1323,1,32,2,10.0,8,8.0,1
20241147,11,8023892,1,3,3200000.0,3200000.0,48,82,8220,4222,1,36,1,10.0,8,8.0,1
20241147,11,8023893,1,4,1300000.0,1300000.0,47,51,5112,9333,1,54,1,5.0,8,8.0,1
20241147,11,8023895,1,1,3850000.0,3600000.0,48,5,510,3117,1,53,1,9.0,8,8.0,1
20241147,11,8023896,1,2,4000000.0,4000000.0,40,86,8610,3343,1,35,2,10.0,8,8.0,1
20241147,11,8023899,1,1,1300000.0,1300000.0,47,41,4111,9313,1,28,1,5.0,8,8.0,1
20241147,11,8026616,1,1,4500000.0,4500000.0,48,46,4631,1420,1,60,1,5.0,8,8.0,1
20241147,11,8026616,1,4,3200000.0,3200000.0,48,94,9499,2634,1,32,2,10.0,8,8.0,1
20241147,11,8026617,1,3,1800000.0,1800000.0,48,86,8621,1212,1,40,2,10.0,8,8.0,1
20241147,11,8026617,1,4,2700000.0,2700000.0,48,47,4759,1212,1,39,1,8.0,8,8.0,1
20241147,11,8026618,1,2,5300000.0,5300000.0,47,41,4111,2142,1,51,1,10.0,8,8.0,1
20241147,11,8026625,1,1,3500000.0,3500000.0,48,85,8544,2310,1,71,1,11.0,8,8.0,1
20241147,11,8026625,1,2,1800000.0,1800000.0,48,94,9499,1431,1,61,2,10.0,8,8.0,1
20241147,11,8026628,1,1,2600000.0,2600000.0,48,22,2229,2166,1,36,1,10.0,8,8.0,1
20241147,11,8026629,1,3,2600000.0,2600000.0,48,11,1104,3341,1,32,1,10.0,8,8.0,1
20241147,11,8026630,1,2,,,40,41,4111,2142,1,59,1,10.0,8,8.0,1
20241147,11,8026630,1,3,,,40,41,4111,2143,1,44,1,10.0,8,8.0,1
20241147,11,8026631,1,1,4500000.0,4500000.0,47,35,3514,1120,1,43,2,10.0,8,8.0,1
20241147,11,8026631,1,2,3800000.0,3800000.0,46,61,6190,1212,1,49,1,10.0,8,8.0,1
20241147,11,8026644,1,2,3500000.0,3500000.0,40,64,6423,1212,1,54,2,10.0,8,8.0,1
20241147,11,8026644,1,3,3000000.0,3000000.0,40,47,4752,1212,1,28,1,12.0,8,8.0,1
20241147,11,8026647,1,1,1480000.0,1300000.0,48,60,6010,1212,1,37,2,5.0,8,8.0,1
20241147,11,8026647,1,2,800000.0,800000.0,40,64,6499,4110,1,41,1,5.0,8,8.0,1
20241147,11,8026647,1,3,1300000.0,1300000.0,48,21,2100,8142,1,21,1,5.0,8,8.0,1
20241147,11,8026650,1,2,3000000.0,3000000.0,40,75,7500,2250,1,25,2,10.0,8,8.0,1
20241147,11,8026654,1,1,1300000.0,1300000.0,48,47,4711,8332,1,36,1,5.0,8,8.0,1
20241147,11,8026656,1,1,1400000.0,1400000.0,50,38,3822,9333,1,42,1,3.0,8,8.0,1
20241147,11,8026657,1,2,1520000.0,1000000.0,80,10,1011,5223,1,20,1,4.0,8,8.0,1
20241147,11,8026658,1,1,1700000.0,1700000.0,48,10,1089,7512,1,44,1,4.0,8,8.0,1
20241147,11,8026658,1,3,1400000.0,1400000.0,60,70,7010,9313,1,21,1,5.0,8,8.0,1
20241147,11,8026659,1,1,1000000.0,1000000.0,70,47,4711,5223,1,23,1,5.0,8,8.0,1
20241147,11,8026659,1,6,1450000.0,1100000.0,60,47,4711,5221,1,25,1,5.0,8,8.0,1
20241147,11,8026661,1,3,1300000.0,1300000.0,48,45,4520,9122,1,39,1,8.0,8,8.0,1
20241147,11,8026661,1,5,1600000.0,1600000.0,48,86,8621,3257,1,34,2,9.0,8,8.0,1
20241147,11,8026661,1,6,1300000.0,1300000.0,45,45,4520,7132,1,44,1,5.0,8,8.0,1
20241147,11,8026662,1,2,1300000.0,1300000.0,48,10,1040,8323,1,51,1,3.0,8,8.0,1
20241147,11,8026664,1,4,400000.0,400000.0,16,56,5619,5131,1,40,2,10.0,8,8.0,1
20241147,11,8026665,1,1,2600000.0,2600000.0,40,25,2511,3341,1,56,1,10.0,8,8.0,1
20241147,11,8026665,1,5,2600000.0,2600000.0,48,25,2511,2144,1,24,1,10.0,8,8.0,1
20241147,11,8026667,1,1,1460000.0,1460000.0,48,41,4111,7111,1,29,1,8.0,8,8.0,1
20241147,11,8026669,1,1,1300000.0,1300000.0,47,52,5222,4110,1,45,1,9.0,8,8.0,1
20241147,11,8026672,1,1,1020000.0,900000.0,60,47,4771,5223,1,60,1,4.0,8,8.0,1
20241147,11,8026674,1,1,600000.0,600000.0,40,41,4111,7131,1,55,1,3.0,8,8.0,1
20241147,11,8026674,2,2,1000000.0,1000000.0,40,41,4111,9313,1,37,1,4.0,8,8.0,1
20241147,11,8026677,1,2,1300000.0,1300000.0,48,96,9601,9621,1,43,1,5.0,8,8.0,1
20241147,11,8026682,1,1,1600000.0,1600000.0,47,86,8610,5321,1,53,2,8.0,8,8.0,1
20241147,11,8026682,1,2,1200000.0,1200000.0,50,45,4520,7231,1,53,1,5.0,8,8.0,1
20241147,11,8026683,1,1,1300000.0,1300000.0,48,61,6110,7422,1,42,1,5.0,8,8.0,1
20241147,11,8026693,1,2,1500000.0,1500000.0,48,47,4741,3322,1,38,2,5.0,8,8.0,1
20241147,11,8026695,1,1,2400000.0,1700000.0,60,47,4711,5223,1,40,1,5.0,8,8.0,1
20241147,11,8026695,1,2,2150000.0,1500000.0,54,47,4711,5223,1,35,2,5.0,8,8.0,1
20241147,11,8026696,1,3,1462000.0,1462000.0,48,80,8010,9112,1,37,1,5.0,8,8.0,1
20241147,11,8026696,1,6,1462000.0,1462000.0,48,47,4711,8344,1,28,1,5.0,8,8.0,1
20241147,11,8026697,1,2,1600000.0,1600000.0,48,56,5630,7411,1,44,1,5.0,8,8.0,1
20241147,11,8026701,1,1,1300000.0,1300000.0,48,80,8010,5414,1,45,1,8.0,8,8.0,1
20241147,11,8026703,1,1,1700000.0,1700000.0,48,56,5611,7411,1,36,1,5.0,8,8.0,1
20241147,11,8026704,1,1,600000.0,600000.0,40,10,1081,7512,1,19,1,4.0,8,8.0,1
20241147,11,8026708,1,4,1300000.0,1300000.0,60,14,1410,8153,1,51,2,5.0,8,8.0,1
20241147,11,8026710,1,2,1300000.0,1300000.0,47,85,8544,3341,1,32,2,10.0,8,8.0,1
20241147,11,8026714,1,2,1560000.0,1560000.0,70,47,4711,5223,1,37,1,4.0,8,8.0,1
20241147,11,8026716,1,4,1300000.0,1300000.0,48,94,9491,7131,1,49,1,5.0,8,8.0,1
20241147,11,8026721,1,1,1300000.0,1300000.0,60,41,4111,7112,1,55,1,5.0,8,8.0,1
20241147,11,8026722,1,2,650000.0,650000.0,40,56,5611,9412,1,31,2,4.0,8,8.0,1
20241147,11,8026725,1,1,1000000.0,1000000.0,48,55,5511,9112,1,62,2,5.0,8,8.0,1
20241147,11,8026729,1,1,16000000.0,16000000.0,47,61,6110,7422,1,42,1,5.0,8,8.0,1
20241147,11,8026729,1,3,1300000.0,1300000.0,47,11,1104,8160,1,22,1,10.0,8,8.0,1
20241147,11,8026730,1,1,1300000.0,1300000.0,52,49,4921,8331,1,58,1,5.0,8,8.0,1
20241147,11,8026730,1,5,1300000.0,1300000.0,48,22,2219,9321,1,33,2,5.0,8,8.0,1
20241147,11,8026732,1,2,2000000.0,2000000.0,48,73,7310,2411,1,31,2,10.0,8,8.0,1
20241147,11,8026735,1,1,1800000.0,1800000.0,60,49,4921,8323,1,51,1,5.0,8,8.0,1
20241147,11,8026737,1,1,1300000.0,1300000.0,48,47,4711,5414,1,45,1,5.0,8,8.0,1
20241147,11,8026740,1,2,,,40,64,6412,3322,1,39,2,8.0,8,8.0,1
20241147,11,8026741,1,2,1300000.0,1300000.0,50,41,4111,7112,1,42,1,5.0,8,8.0,1
20241147,11,8026744,1,2,1680000.0,1680000.0,48,68,6820,5414,1,48,1,5.0,8,8.0,1
20241147,11,8026746,1,2,1300000.0,1300000.0,47,82,8220,3341,1,22,2,10.0,8,8.0,1
20241147,11,8026749,1,1,2000000.0,2000000.0,48,86,8622,2261,1,27,1,10.0,8,8.0,1
20241147,11,8026752,1,1,1800000.0,1800000.0,48,35,3511,4120,1,45,1,10.0,8,8.0,1
20241147,11,8026752,1,2,1300000.0,1300000.0,48,35,3511,4110,1,48,2,8.0,8,8.0,1
20241147,11,8026754,1,2,1800000.0,1800000.0,46,13,1392,8151,1,56,1,5.0,8,8.0,1
20241147,11,8026755,1,1,1300000.0,1300000.0,46,86,8621,2212,1,26,2,10.0,8,8.0,1
20241147,11,8026755,1,2,2000000.0,2000000.0,46,71,7112,3113,1,24,1,9.0,8,8.0,1
20241147,11,8026756,1,1,450000.0,450000.0,40,41,4111,7111,1,50,1,3.0,8,8.0,1
20241147,11,8026759,1,1,1380000.0,1300000.0,48,25,2511,3341,1,29,1,9.0,8,8.0,1
20241147,11,8026759,1,2,2000000.0,2000000.0,48,73,7320,2411,1,32,2,10.0,8,8.0,1
20241147,11,8026761,1,1,1300000.0,1300000.0,47,84,8412,9112,1,41,2,5.0,8,8.0,1
20241147,11,8026762,1,1,1300000.0,1300000.0,48,36,3600,9613,1,48,1,5.0,8,8.0,1
20241147,11,8026763,1,3,1300000.0,1300000.0,48,77,7730,4321,1,18,1,5.0,8,8.0,1
20241147,11,8026764,1,1,1300000.0,1300000.0,48,68,6820,5414,1,60,1,5.0,8,8.0,1
20241147,11,8026766,1,1,1300000.0,1300000.0,48,96,9601,9121,1,34,1,5.0,8,8.0,1
20241147,11,8026768,1,1,1300000.0,1300000.0,47,49,4921,4323,1,40,1,5.0,8,8.0,1
20241147,11,8026768,1,2,1300000.0,1300000.0,47,45,4530,5223,1,42,2,5.0,8,8.0,1
20241148,11,8031206,1,1,3500000.0,3500000.0,40,56,5613,1412,1,46,2,10.0,8,8.0,1
20241148,11,8031207,1,4,3200000.0,3200000.0,48,33,3312,3341,1,34,1,10.0,8,8.0,1
20241148,11,8031208,1,3,1500000.0,1500000.0,50,56,5630,5131,1,33,1,5.0,8,8.0,1
20241148,11,8031209,1,2,1500000.0,1500000.0,60,41,4111,7112,1,63,1,3.0,8,8.0,1
20241148,11,8031211,1,2,1300000.0,1300000.0,48,64,6499,5230,1,33,1,5.0,8,8.0,1
20241148,11,8031212,1,1,1450000.0,1450000.0,50,25,2512,8344,1,56,1,4.0,8,8.0,1
20241148,11,8031212,1,3,1500000.0,1500000.0,48,53,5320,4321,1,26,2,10.0,8,8.0,1
20241148,11,8031213,1,3,1500000.0,1500000.0,40,85,8530,2330,1,37,2,10.0,8,8.0,1
20241148,11,8031214,1,3,1800000.0,1800000.0,48,46,4659,5223,1,34,2,10.0,8,8.0,1
20241148,11,8031215,1,3,1400000.0,1400000.0,50,28,2819,7233,1,38,1,5.0,8,8.0,1
20241148,11,8031218,1,1,900000.0,600000.0,40,56,5619,9412,1,66,2,3.0,8,8.0,1
20241148,11,8034422,1,1,3000000.0,3000000.0,40,69,6910,2611,1,66,2,10.0,8,8.0,1
20241148,11,8034423,1,2,6000000.0,6000000.0,48,47,4759,1420,1,53,1,10.0,8,8.0,1
20241148,11,8034424,1,2,3000000.0,3000000.0,40,85,8530,2330,1,57,2,11.0,8,8.0,1
20241148,11,8034424,1,3,1800000.0,1800000.0,48,82,8220,2634,1,22,2,10.0,8,8.0,1
20241148,11,8034433,1,1,4500000.0,4500000.0,48,85,8544,3341,1,34,2,10.0,8,8.0,1
20241148,11,8034433,1,2,3500000.0,3500000.0,48,85,8544,1345,1,34,1,10.0,8,8.0,1
20241148,11,8034433,1,3,2000000.0,2000000.0,48,41,4111,7112,1,32,1,5.0,8,8.0,1
20241148,11,8034433,1,4,1300000.0,1300000.0,48,56,5619,5223,1,22,2,10.0,8,8.0,1
20241148,11,8034434,1,1,3500000.0,3500000.0,48,42,4290,2411,1,52,2,10.0,8,8.0,1
20241148,11,8034434,1,2,4000000.0,4000000.0,60,82,8220,1212,1,29,1,10.0,8,8.0,1
20241148,11,8034434,1,4,4500000.0,4500000.0,48,62,6201,3512,1,48,1,9.0,8,8.0,1
20241148,11,8034436,1,1,6000000.0,6000000.0,48,86,8621,2269,1,35,2,10.0,8,8.0,1
20241148,11,8034438,1,2,2600000.0,2600000.0,48,70,7010,1212,1,36,2,11.0,8,8.0,1
20241148,11,8034439,1,2,1800000.0,1800000.0,48,52,5229,3341,1,34,2,10.0,8,8.0,1
20241148,11,8034441,1,1,7000000.0,7000000.0,40,85,8544,2320,1,51,1,12.0,8,8.0,1
20241148,11,8034442,1,1,2350000.0,2350000.0,47,25,2511,3115,1,52,1,9.0,8,8.0,1
20241148,11,8034442,1,2,3200000.0,3200000.0,47,46,4663,2411,1,50,2,10.0,8,8.0,1
20241148,11,8034443,1,1,7000000.0,7000000.0,52,86,8610,2211,1,41,2,10.0,8,8.0,1
20241148,11,8034443,1,3,1300000.0,1300000.0,48,47,4711,5223,1,35,2,10.0,8,8.0,1
20241148,11,8034444,1,1,4500000.0,4500000.0,47,81,8121,1439,1,45,1,11.0,8,8.0,1
20241148,11,8034444,1,2,2000000.0,2000000.0,47,52,5229,4415,1,31,2,11.0,8,8.0,1
20241148,11,8034445,1,1,6500000.0,6500000.0,40,46,4659,1349,1,50,1,10.0,8,8.0,1
20241148,11,8034447,1,1,2070000.0,2070000.0,48,45,4530,3322,1,52,2,11.0,8,8.0,1
20241148,11,8034447,1,2,3800000.0,3800000.0,48,86,8610,2212,1,29,1,10.0,8,8.0,1
20241148,11,8034448,1,1,1300000.0,1300000.0,47,47,4711,1420,1,55,2,5.0,8,8.0,1
20241148,11,8034448,1,2,2000000.0,2000000.0,47,20,2023,1221,1,35,2,10.0,8,8.0,1
20241148,11,8034451,1,2,2200000.0,2200000.0,48,61,6110,3341,1,37,2,10.0,8,8.0,1
20241148,11,8034452,1,1,3000000.0,3000000.0,48,14,1410,1420,1,29,1,10.0,8,8.0,1
20241148,11,8034454,1,2,3500000.0,3500000.0,40,9,910,2421,1,41,2,10.0,8,8.0,1
20241148,11,8034456,1,1,1550000.0,1550000.0,48,47,4723,5223,1,31,2,5.0,8,8.0,1
20241148,11,8034457,1,2,1620000.0,1300000.0,46,56,5611,9112,1,78,1,1.0,8,8.0,1
20241148,11,8034457,1,3,2000000.0,1650000.0,58,56,5611,9412,1,43,1,4.0,8,8.0,1
20241148,11,8034457,1,4,1550000.0,1200000.0,54,56,5611,9412,1,31,2,5.0,8,8.0,1
20241148,11,8034458,1,5,1400000.0,1400000.0,48,47,4772,5223,1,43,2,5.0,8,8.0,1
20241148,11,8034458,1,6,1462000.0,1462000.0,48,85,8544,9112,1,38,2,5.0,8,8.0,1
20241148,11,8034458,1,7,1462000.0,1462000.0,48,13,1392,4321,1,29,1,5.0,8,8.0,1
20241148,11,8034458,1,15,1600000.0,1600000.0,60,11,1103,4321,1,23,1,5.0,8,8.0,1
20241148,11,8034460,1,1,1600000.0,1600000.0,48,46,4645,9321,1,30,1,8.0,8,8.0,1
20241148,11,8034462,1,4,1400000.0,1400000.0,60,22,2229,8142,1,50,1,4.0,8,8.0,1
20241148,11,8034463,1,1,1300000.0,1300000.0,48,22,2229,9321,1,44,2,5.0,8,8.0,1
20241148,11,8034463,1,2,520000.0,520000.0,35,56,5619,9621,1,21,1,5.0,8,8.0,1
20241148,11,8034464,1,1,1465000.0,1465000.0,48,22,2219,8143,1,42,2,6.0,8,8.0,1
20241148,11,8034464,1,7,1800000.0,1800000.0,48,23,2310,8181,1,27,1,5.0,8,8.0,1
20241148,11,8034466,1,1,1800000.0,1800000.0,48,61,6110,3341,1,39,1,8.0,8,8.0,1
20241148,11,8034466,1,2,1600000.0,1600000.0,46,86,8621,5329,1,38,2,8.0,8,8.0,1
20241148,11,8034467,1,1,1600000.0,1600000.0,48,36,3600,9312,1,49,1,8.0,8,8.0,1
20241148,11,8034472,1,1,1300000.0,1300000.0,47,31,3120,9321,1,43,1,5.0,8,8.0,1
20241148,11,8034473,1,1,1300000.0,1300000.0,47,84,8424,8323,1,57,1,5.0,8,8.0,1
20241148,11,8034477,1,2,280000.0,280000.0,30,85,8512,5120,1,42,2,5.0,8,8.0,1
20241148,11,8034479,1,4,1460000.0,1460000.0,48,1,145,8344,1,27,1,5.0,8,8.0,1
20241148,11,8034482,1,3,1465000.0,1465000.0,48,33,3312,7233,1,28,1,5.0,8,8.0,1
20241148,11,8034482,1,6,800000.0,800000.0,60,41,4111,9313,1,64,1,5.0,8,8.0,1
20241148,11,8034484,1,1,1300000.0,1300000.0,72,49,4921,8331,1,50,1,4.0,8,8.0,1
20241148,11,8034484,1,3,1300000.0,1300000.0,72,49,4921,8331,1,43,1,5.0,8,8.0,1
20241148,11,8034484,1,4,1300000.0,1300000.0,48,49,4923,8343,1,44,1,5.0,8,8.0,1
20241148,11,8034484,1,5,1300000.0,1300000.0,40,86,8621,5321,1,32,2,8.0,8,8.0,1
20241148,11,8034488,1,3,900000.0,900000.0,48,55,5530,9112,1,32,2,5.0,8,8.0,1
20241148,11,8034489,1,1,1740000.0,1740000.0,60,22,2229,8142,1,41,1,3.0,8,8.0,1
20241148,11,8034491,1,2,1600000.0,1600000.0,48,47,4752,8323,1,35,1,5.0,8,8.0,1
20241148,11,8034492,1,2,1300000.0,1300000.0,48,82,8220,4222,1,26,2,5.0,8,8.0,1
20241148,11,8034493,1,3,1465000.0,1465000.0,48,47,4773,5321,1,35,1,8.0,8,8.0,1
20241148,11,8034494,1,1,2000000.0,2000000.0,40,56,5619,9411,1,32,1,8.0,8,8.0,1
20241148,11,8034500,1,2,700000.0,700000.0,40,95,9529,7411,1,27,1,3.0,8,8.0,1
20241148,11,8034502,1,2,1580000.0,1400000.0,60,56,5611,5230,1,29,2,5.0,8,8.0,1
20241148,11,8034506,1,3,1300000.0,1300000.0,48,86,8610,4226,1,29,2,8.0,8,8.0,1
20241148,11,8034507,1,2,1200000.0,1200000.0,48,47,4771,5223,1,24,2,4.0,8,8.0,1
20241148,11,8034507,1,4,1300000.0,1300000.0,48,47,4772,5223,1,20,1,5.0,8,8.0,1
20241148,11,8034512,1,3,2600000.0,2600000.0,48,47,4711,1212,1,35,1,10.0,8,8.0,1
20241148,11,8034513,1,1,2300000.0,2300000.0,47,47,4754,5223,1,34,1,10.0,8,8.0,1
20241148,11,8034514,1,1,1000000.0,1000000.0,30,56,5630,5131,1,45,1,5.0,8,8.0,1
20241148,11,8034514,1,3,480000.0,480000.0,40,47,4761,9112,1,53,2,5.0,8,8.0,1
20241148,11,8034515,1,1,1800000.0,1800000.0,48,30,3012,3122,1,49,1,8.0,8,8.0,1
20241148,11,8034516,1,1,2740000.0,2500000.0,48,56,5611,2511,1,39,1,10.0,8,8.0,1
20241148,11,8034520,1,3,1300000.0,1300000.0,47,92,9200,5223,1,28,1,8.0,8,8.0,1
20241148,11,8034522,1,2,2600000.0,2600000.0,44,85,8530,3343,1,37,2,10.0,8,8.0,1
20241148,11,8034523,1,1,3100000.0,2500000.0,47,52,5229,3331,1,27,2,10.0,8,8.0,1
20241148,11,8034525,1,1,2600000.0,2600000.0,45,85,8559,2634,1,29,2,10.0,8,8.0,1
20241148,11,8034529,1,1,1800000.0,1800000.0,72,47,4719,5223,1,63,1,5.0,8,8.0,1
20241148,11,8034531,1,1,1300000.0,1300000.0,48,47,4723,5223,1,61,1,3.0,8,8.0,1
20241148,11,8034532,1,1,900000.0,900000.0,56,47,4711,5223,1,28,1,4.0,8,8.0,1
20241148,11,8034536,1,1,1400000.0,1400000.0,48,53,5320,9621,1,65,1,5.0,8,8.0,1
20241148,11,8034537,1,1,5200000.0,5200000.0,48,46,4641,3322,1,33,2,9.0,8,8.0,1
20241148,11,8034537,1,2,9100000.0,9100000.0,48,31,3110,1321,1,49,1,10.0,8,8.0,1
20241148,11,8034538,1,1,2600000.0,2600000.0,48,82,8220,3341,1,23,2,8.0,8,8.0,1
20241148,11,8034540,1,2,1300000.0,1300000.0,46,47,4754,5223,1,30,1,10.0,8,8.0,1
20241148,11,8034543,1,3,1300000.0,1300000.0,48,86,8621,4120,1,35,2,10.0,8,8.0,1
20241148,11,8034543,1,6,500000.0,500000.0,40,68,6820,5414,1,56,1,3.0,8,8.0,1
20241148,11,8034544,1,1,1000000.0,1000000.0,48,56,5630,5131,1,22,2,10.0,8,8.0,1
20241148,11,8034545,1,1,1800000.0,1800000.0,48,77,7730,7231,1,38,1,8.0,8,8.0,1
20241148,11,8034547,1,1,1800000.0,1800000.0,48,42,4290,8343,1,66,1,3.0,8,8.0,1
20241148,11,8034549,1,1,1300000.0,1300000.0,48,64,6424,4120,1,29,2,5.0,8,8.0,1
20241148,11,8034549,1,2,1500000.0,1500000.0,48,25,2599,7223,1,40,1,5.0,8,8.0,1
20241148,11,8034550,1,1,1300000.0,1300000.0,36,82,8220,4222,1,25,2,5.0,8,8.0,1
20241148,11,8034551,1,2,1300000.0,1300000.0,40,93,9311,1431,1,24,2,10.0,8,8.0,1
20241148,11,8034551,1,3,1800000.0,1800000.0,40,96,9602,5142,1,20,2,10.0,8,8.0,1
20241148,11,8034553,1,2,2400000.0,2400000.0,48,86,8610,1342,1,60,2,10.0,8,8.0,1
20241148,11,8034554,1,1,1300000.0,1300000.0,48,24,2431,8344,1,32,1,5.0,8,8.0,1
20241148,11,8034555,1,5,500000.0,500000.0,40,43,4321,7411,1,45,1,5.0,8,8.0,1
20241148,11,8034555,1,6,1300000.0,1300000.0,47,86,8621,5321,1,66,2,8.0,8,8.0,1
20241148,11,8034555,1,8,1800000.0,1800000.0,50,49,4921,8331,1,39,1,4.0,8,8.0,1
20241148,11,8034559,1,3,1300000.0,1300000.0,48,86,8699,5321,1,23,2,8.0,8,8.0,1
20241148,11,8034560,1,5,2600000.0,2600000.0,48,49,4923,1324,1,43,1,10.0,8,8.0,1
20241148,11,8034562,1,1,2300000.0,2300000.0,48,71,7112,3114,1,44,1,9.0,8,8.0,1
20241148,11,8034562,1,2,1600000.0,1600000.0,48,84,8430,5321,1,41,2,8.0,8,8.0,1
20241148,11,8034566,1,1,2500000.0,2500000.0,48,47,4711,1420,1,37,1,10.0,8,8.0,1
20241148,11,8034566,1,2,1300000.0,1300000.0,48,10,1051,3322,1,34,2,10.0,8,8.0,1
20241148,11,8034567,1,1,2200000.0,2200000.0,60,86,8610,2240,1,38,1,10.0,8,8.0,1
20241148,11,8034567,1,2,1300000.0,1300000.0,48,86,8610,4229,1,39,2,8.0,8,8.0,1
20241148,11,8034569,1,4,1300000.0,1300000.0,48,86,8610,1212,1,42,2,10.0,8,8.0,1
20241148,11,8034571,1,1,1800000.0,1800000.0,48,49,4923,8332,1,60,1,4.0,8,8.0,1
20241148,11,8034571,1,4,2000000.0,2000000.0,47,85,8530,4110,1,24,2,10.0,8,8.0,1
20241148,11,8034572,1,1,1300000.0,1300000.0,40,84,8430,3322,1,44,1,5.0,8,8.0,1
20241148,11,8034573,1,1,1500000.0,1500000.0,47,23,2394,5414,1,53,1,5.0,8,8.0,1
20241148,11,8034574,1,1,1300000.0,1300000.0,47,82,8220,4222,1,37,2,8.0,8,8.0,1
20241148,11,8034575,1,2,850000.0,850000.0,48,47,4771,3322,1,45,2,5.0,8,8.0,1
20241148,11,8034575,1,3,1300000.0,1300000.0,46,86,8691,3212,1,22,2,10.0,8,8.0,1
20241148,11,8034576,1,1,1300000.0,1300000.0,48,68,6820,9112,1,49,2,5.0,8,8.0,1
20241148,11,8034579,1,1,1560000.0,1560000.0,40,85,8544,2310,1,71,2,13.0,8,8.0,1
20241148,11,8034579,1,2,5000000.0,5000000.0,24,85,8544,2310,1,59,2,10.0,8,8.0,1
20241148,11,8034582,1,1,1500000.0,1500000.0,48,61,6110,3113,1,45,1,8.0,8,8.0,1
20241249,12,8038603,1,2,2800000.0,2800000.0,40,82,8220,4222,1,25,2,10.0,8,8.0,1
20241249,12,8038603,1,3,2800000.0,2800000.0,40,82,8220,4222,1,25,2,10.0,8,8.0,1
20241249,12,8038604,1,3,1500000.0,1500000.0,48,82,8220,4222,1,21,2,10.0,8,8.0,1
20241249,12,8038606,1,1,3400000.0,3400000.0,47,64,6412,2412,1,46,2,10.0,8,8.0,1
20241249,12,8038606,1,3,1420000.0,1200000.0,40,56,5611,5131,1,19,1,10.0,8,8.0,1
20241249,12,8038607,1,2,7000000.0,7000000.0,48,47,4741,5223,1,35,1,10.0,8,8.0,1
20241249,12,8038609,1,1,1800000.0,1800000.0,46,96,9603,4110,1,55,1,10.0,8,8.0,1
20241249,12,8038609,1,2,2000000.0,2000000.0,46,77,7730,2151,1,24,1,10.0,8,8.0,1
20241249,12,8038610,1,2,3000000.0,3000000.0,48,47,4773,1212,1,27,1,10.0,8,8.0,1
20241249,12,8038610,1,3,1800000.0,1800000.0,48,45,4530,4311,1,31,2,10.0,8,8.0,1
20241249,12,8038611,1,1,3600000.0,3600000.0,48,52,5229,3341,1,40,2,10.0,8,8.0,1
20241249,12,8038611,1,2,3600000.0,3600000.0,48,62,6201,2511,1,41,1,10.0,8,8.0,1
20241249,12,8038612,1,2,1300000.0,1300000.0,35,56,5630,5131,1,23,1,4.0,8,8.0,1
20241249,12,8038614,1,1,1465000.0,1465000.0,48,68,6820,5414,1,53,1,5.0,8,8.0,1
20241249,12,8038615,1,1,2400000.0,2400000.0,40,90,9007,3332,1,59,1,8.0,8,8.0,1
20241249,12,8038615,1,3,1800000.0,1800000.0,40,90,9007,3332,1,54,1,5.0,8,8.0,1
20241249,12,8038619,1,1,1700000.0,1700000.0,48,64,6492,3312,1,37,2,10.0,8,8.0,1
20241249,12,8038620,1,2,4000000.0,4000000.0,48,28,2819,4311,1,40,2,8.0,8,8.0,1
