"","directorio","secuencia_p","orden","p3271","p6040","p6050","p6090","p6100","p3042","p3042s1","p3043","clase","mes","p6240","pet","p6426","p6500","p6510","p6510s1","p6510s2","p6590","p6590s1","p6600","p6600s1","p6610","p6610s1","p6620","p6620s1","p6585s1","p6585s1a1","p6585s1a2","p6585s2","p6585s2a1","p6585s2a2","p6585s3","p6585s3a1","p6585s3a2","p6585s4","p6585s4a1","p6585s4a2","p6545","p6545s1","p6545s2","p6580","p6580s1","p6580s2","p6630s1","p6630s1a1","p6630s2","p6630s2a1","p6630s3","p6630s3a1","p6630s4","p6630s4a1","p6630s6","p6630s6a1","p6750","p3073","p550","p6800","p6920","p7040","p7045","p7050","p7070","p7090","p7110","p7120","p7140s1","p7140s2","p7150","p7160","p6430","oc","p7350","p7422","p7422s1","des","fft","p7500s1","p7500s1a1","p7500s3","p7500s3a1","p7510s1","p7510s1a1","p7510s2","p7510s2a1","p7510s5","p7510s5a1","p7510s6","p7510s6a1","p7510s7","p7510s7a1","p7495","p7500s2","p7500s2a1","p7505","p7510s3","p7510s3a1","cclasnr2","cclasnr3","cclasnr4","cclasnr5","cclasnr6","cclasnr7","cclasnr8","cclasnr11","impa","isa","ie","imdi","iof1","iof2","iof3h","iof3i","iof6","impaes","isaes","iees","imdies","iof1es","iof3hes","iof6es","iof2es","iof3ies","ingtotob","ingtotes","ingtot","fex_c","dominio","ciudad_sinam","dpto","fex_dpto"
"17273",8334100,1,1,1,48,1,1,1,8,4,5,1,8,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1750000,1,NA,40,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,1,1,1160000,0,0,0,0,0,0,0,0,1750000,0,NA,NA,0,NA,0,96666.666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1846666.6667,NA,1846666.6667,80.800204701,"BARRANQUILLA","","Atlántico",80.8002047014684
"17274",8334100,1,5,1,11,3,1,3,4,1,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.800204701,"BARRANQUILLA","","Atlántico",80.8002047014684
"17275",8334101,1,2,1,14,3,1,3,3,4,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.571354944,"BARRANQUILLA","BARRANQUILLA","Atlántico",97.5713549438517
"17276",8334101,1,1,1,37,1,1,3,4,4,NA,1,8,1,1,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700000,1,NA,42,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,7e+05,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e+05,NA,7e+05,97.571354944,"BARRANQUILLA","BARRANQUILLA","Atlántico",97.5713549438517
"17277",8334102,1,2,2,32,2,1,1,8,4,5,1,8,1,1,8,2100000,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,1,0,1,2,0,NA,1,52000,2,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,1,NA,48,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2152000,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2152000,NA,2152000,72.491975677,"BARRANQUILLA","BARRANQUILLA","Atlántico",72.4919756767035
"17278",8334102,1,1,1,41,1,2,NA,3,4,NA,1,8,1,1,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700000,1,NA,40,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,1,1,200000,0,0,0,0,0,0,0,0,7e+05,0,NA,NA,0,NA,0,16666.666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,716666.66667,NA,716666.66667,72.491975677,"BARRANQUILLA","BARRANQUILLA","Atlántico",72.4919756767035
"17279",8334102,1,4,1,11,3,1,3,4,0,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.491975677,"BARRANQUILLA","BARRANQUILLA","Atlántico",72.4919756767035
"17280",8334102,1,3,1,13,3,1,3,4,2,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.491975677,"BARRANQUILLA","BARRANQUILLA","Atlántico",72.4919756767035
"17281",8334103,1,5,1,11,3,1,3,3,2,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.298185479,"BARRANQUILLA","BARRANQUILLA","Atlántico",50.2981854788862
"17282",8334103,1,4,2,13,3,1,3,3,4,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.298185479,"BARRANQUILLA","BARRANQUILLA","Atlántico",50.2981854788862
"17283",8334103,1,6,2,29,3,1,3,3,5,NA,1,8,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,NA,1,NA,0,NA,0,2,0,2,0,2,0,2,0,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,50.298185479,"BARRANQUILLA","BARRANQUILLA","Atlántico",50.2981854788862
"17284",8334103,1,3,2,15,3,1,3,4,1,NA,1,8,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,50.298185479,"BARRANQUILLA","BARRANQUILLA","Atlántico",50.2981854788862
"17285",8334103,1,2,1,49,2,1,1,5,2,2,1,8,1,1,12,1800000,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,1,0,1,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,1300000,2,0,2,0,2,0,2,0,NA,1,NA,46,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,2,0,2,0,2,0,1,165000,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1908333.3333,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1908333.3333,NA,1908333.3333,50.298185479,"BARRANQUILLA","BARRANQUILLA","Atlántico",50.2981854788862
"17286",8334103,1,1,2,50,1,1,3,5,2,2,1,8,4,1,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300000,1,NA,24,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,0,NA,0,2,0,2,0,2,0,2,0,2,0,NA,NA,NA,1,1,4200000,0,0,0,0,0,0,0,0,3e+05,0,NA,NA,0,NA,0,350000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,650000,NA,650000,50.298185479,"BARRANQUILLA","BARRANQUILLA","Atlántico",50.2981854788862
"17287",8334105,1,5,2,83,4,1,3,1,0,NA,1,8,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,NA,1,NA,0,NA,0,2,0,2,0,2,0,2,0,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,84.226324138,"BARRANQUILLA","BARRANQUILLA","Atlántico",84.2263241376577
"17288",8334105,1,4,1,16,3,1,3,3,5,NA,1,8,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,84.226324138,"BARRANQUILLA","BARRANQUILLA","Atlántico",84.2263241376577
"17289",8334105,1,3,1,22,3,1,3,5,2,2,1,8,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200000,1,NA,20,2,2,NA,NA,0,2,NA,NA,2,1,2,1,4,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2e+05,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+05,NA,2e+05,84.226324138,"BARRANQUILLA","BARRANQUILLA","Atlántico",84.2263241376577
"17290",8334105,1,2,1,25,3,1,3,5,2,2,1,8,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,1,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,84.226324138,"BARRANQUILLA","BARRANQUILLA","Atlántico",84.2263241376577
"17291",8334105,1,1,2,54,1,1,3,3,3,NA,1,8,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,1,1,2485000,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,207083.33333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,207083.33333,NA,207083.33333,84.226324138,"BARRANQUILLA","BARRANQUILLA","Atlántico",84.2263241376577
"17292",8334106,1,6,2,19,7,1,1,5,2,2,1,8,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,23.155933322,"BARRANQUILLA","BARRANQUILLA","Atlántico",23.1559333224249
"17293",8334106,1,5,1,26,3,1,1,8,4,5,1,8,1,1,5,1650000,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,1,0,1,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,1350000,2,0,2,0,2,0,2,0,NA,1,NA,46,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,2,0,2,0,2,0,1,135000,1,2300000,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1762500,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1762500,NA,1762500,23.155933322,"BARRANQUILLA","BARRANQUILLA","Atlántico",23.1559333224249
"17294",8334106,1,4,2,24,3,1,1,5,2,2,1,8,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,23.155933322,"BARRANQUILLA","BARRANQUILLA","Atlántico",23.1559333224249
"17295",8334106,1,3,1,31,3,1,1,8,4,5,1,8,1,1,34,1800000,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,1,0,1,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,1400000,2,0,2,0,2,0,2,0,NA,1,NA,48,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,2,0,2,0,2,0,1,145000,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1916666.6667,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916666.6667,NA,1916666.6667,23.155933322,"BARRANQUILLA","BARRANQUILLA","Atlántico",23.1559333224249
"17296",8334106,1,2,1,62,2,1,1,4,2,NA,1,8,6,1,240,1900000,1,0,1,2,0,2,0,2,0,2,0,2,0,NA,1,0,1,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,1500000,2,0,2,0,2,0,2,0,NA,1,NA,48,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,2,0,2,0,2,0,1,150000,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2025000,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025000,NA,2025000,23.155933322,"BARRANQUILLA","BARRANQUILLA","Atlántico",23.1559333224249
"17297",8334106,1,1,2,56,1,1,1,4,3,NA,1,8,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,23.155933322,"BARRANQUILLA","BARRANQUILLA","Atlántico",23.1559333224249
"17298",8334107,1,3,2,15,3,1,3,5,0,1,1,8,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,46.131360251,"BARRANQUILLA","BARRANQUILLA","Atlántico",46.1313602511126
"17299",8334107,1,2,2,38,2,1,3,3,5,NA,1,8,1,1,24,700000,2,0,NA,1,270000,2,0,2,0,2,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,1,NA,60,2,2,NA,NA,0,2,NA,NA,1,1,2,1,3,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,7e+05,0,270000,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,970000,NA,970000,46.131360251,"BARRANQUILLA","BARRANQUILLA","Atlántico",46.1313602511126
"17300",8334107,1,1,1,42,1,1,3,1,0,NA,1,8,1,1,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600000,1,NA,40,2,2,NA,NA,0,1,1,1,2,1,1,1,4,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,6e+05,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e+05,NA,6e+05,46.131360251,"BARRANQUILLA","BARRANQUILLA","Atlántico",46.1313602511126
"17301",8334107,1,4,1,14,3,1,3,4,1,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.131360251,"BARRANQUILLA","BARRANQUILLA","Atlántico",46.1313602511126
"17302",8334109,1,2,1,8,3,1,3,3,1,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.800204701,"BARRANQUILLA","","Atlántico",80.8002047014684
"17303",8334109,1,3,1,62,6,1,3,4,2,NA,1,8,1,1,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500000,1,NA,70,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1500000,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500000,NA,1500000,80.800204701,"BARRANQUILLA","","Atlántico",80.8002047014684
"17304",8334109,1,1,1,63,1,1,3,5,2,2,1,8,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300000,1,NA,28,2,2,NA,NA,0,2,NA,NA,2,1,2,1,4,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,1,1,80000,0,0,0,0,0,0,0,0,3e+05,0,NA,NA,0,NA,0,6666.6666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,306666.66667,NA,306666.66667,80.800204701,"BARRANQUILLA","","Atlántico",80.8002047014684
"17305",8334110,1,2,2,17,3,1,3,5,1,1,1,8,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,44.766653831,"BARRANQUILLA","BARRANQUILLA","Atlántico",44.7666538306552
